"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN021586","MARATHON PETROLEUM RJ142 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021586,0,1982-05-01 00:00:00.0,17,0,6,"Investigation","Backfilled","Historical",-13.103585,130.988915,52,715630,8550560,"Estimated",
"RN044102","1415 Carpentaria Hwy, McArthur",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN044102,,,,,,,,"Current",-16.397852,136.10042,53,617506,8186737,"GPS",
"RN044112","1 Matthew Flinders Way, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN044112,,2023-11-01 15:39:20.0,9,8.5,,,"Constructed&Capped","Current",-12.185998,136.788124,53,694548,8652238,"GPS",
"RN030167","A.E. BRADBURY No 1 L=4552 CORRABORREE PARK ARNHEM H/WY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030167,5,1995-06-25 00:00:00.0,100,100,0.3,"Production","Constructed&Capped","Current",-12.759589,131.497798,52,771201,8588144,"GPS",
"RN017820","Stock Bore Napperby Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017820,1.4,2002-11-13 00:00:00.0,48,48,15.5,"Production","Constructed&Capped","Current",-22.301497,132.502558,53,242702,7531672,"GPS",
"RN030166","W.J & M.R. O'CONNOR No 1 L=15 LAMBELLS LAGOON H=GUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030166,30,1995-06-07 00:00:00.0,39,39,6,"Production","Constructed&Capped","Current",-12.572676,131.243824,52,743790,8609080,"GPS",
"RN044108","NT Portion 1647 Milingimbi Island",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN044108,5,2024-09-07 10:25:37.0,48,43.5,11,,"Constructed&Capped","Current",-12.093994,134.884398,53,487420,8663050,"GPS",
"RN044109","NT Portion 1647 Milingimbi Island",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN044109,0.2,2024-08-18 11:40:51.0,45,44,6.6,,"Constructed&Capped","Current",-12.100098,134.883301,53,487301,8662375,"GPS",
"RN021595","MARATHON PETROLEUM RJ161 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021595,0,1982-05-01 00:00:00.0,25,0,7,"Investigation","Backfilled","Historical",-13.101742,130.993511,52,716130,8550760,"Estimated",
"RN044110","12 Matthew Flinders Way Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN044110,,2023-10-30 15:23:14.0,8.5,8,,,"Constructed&Capped","Current",-12.185406,136.787293,53,694458,8652304,"GPS",
"RN021594","MARATHON PETROLEUM RJ155 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021594,0.1,1982-05-01 00:00:00.0,13,0,6,"Investigation","Backfilled","Historical",-13.100853,130.991659,52,715930,8550860,"Estimated",
"RN044111","12 Matthew Flinders Way, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN044111,,2023-10-29 15:31:37.0,9.5,9,,,"Constructed&Capped","Current",-12.185713,136.787497,53,694480,8652270,"Estimated",
"RN030161","K.W. CAIRNCROSS No 1 L=3655 S=370 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030161,3,1995-08-11 00:00:00.0,50,50,7,"Production","Constructed&Capped","Current",-12.596227,131.109237,52,729140,8606595,"GPS",
"RN031211","B.L. MALADY NOMINEES PTY LTD BORE No 1 S=1645 H=GUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031211,10,1997-05-24 00:00:00.0,49,0,16.7,"Production","Backfilled","Historical",-12.597621,131.188838,52,737790,8606370,"GPS",
"RN034026","C.N. WEST & T.K.R. DOBIE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034026,3,2003-12-03 00:00:00.0,55,55,16,"Production","Constructed&Capped","Current",-12.55499,131.100153,52,728189,8611166,"GPS",
"RN030160","K. QUINN No 4 L=34 S=370 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030160,8,1995-06-02 00:00:00.0,110,110,0,"Production","Backfilled","Historical",-12.589568,131.105594,52,728750,8607335,"GPS",
"RN031210","Helen Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031210,,,269.7,0,,"Unknown",,"Current",-18.412634,134.255786,53,421399,7964000,"GPS",
"RN034027","W.G. SHIELD & R.J. MARTYR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034027,10,2003-12-14 00:00:00.0,43,43,5,"Production","Constructed&Capped","Current",-13.123426,131.029555,52,720020,8548330,"GPS",
"RN030159","RIVEREN STATION BORE No 1/95",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030159,0,1995-09-11 00:00:00.0,60.2,0,0,"Investigation","Backfilled","Historical",-17.80211,130.074384,52,613869,8031382,"GPS",
"RN031213","COCKATOO TROPICAL ORCHARDS BORE No 2 S=1652 H=GUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031213,20,1997-06-20 00:00:00.0,50,28.8,0,"Production","Constructed&Capped","Current",-12.599111,131.257646,52,745267,8606142,"GPS",
"RN034024","S.A. DREW & P. HOLSWICH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034024,1.5,2003-12-01 00:00:00.0,79,79,23,"Production","Constructed&Capped","Current",-12.585888,131.141431,52,732648,8607711,"GPS",
"RN030158","INVERWAY STATION BORE No 1/95 SITE I 4",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030158,0,1995-09-07 00:00:00.0,43.3,0,0,"Investigation","Backfilled","Historical",-17.922284,129.726381,52,576932,8018263,"GPS",
"RN031212","S.C.RYAN BORE No 2 L=2271 S=1554 H=CAVENAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031212,10,1996-05-29 00:00:00.0,45,45,0,"Production","Equipped","Current",-12.726267,131.058569,52,723520,8592250,"GPS",
"RN034025","C.L. & G.D. HOLMES",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034025,,2003-12-02 00:00:00.0,61,0,,"Production","Backfilled","Historical",-12.529148,131.079715,52,725990,8614043,"GPS",
"RN030165","M.E.& E.W. KELLY No 1 L=3360 SEC.449 H.S/WAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030165,3,1995-07-06 00:00:00.0,55,55,20,"Production","Equipped","Current",-12.529035,131.154775,52,734150,8613990,"GPS",
"RN034022","B.J. MILLER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034022,0.1,2003-11-26 00:00:00.0,55,55,13,"Production","Constructed&Capped","Current",-12.755878,130.509224,52,663838,8589384,"GPS",
"RN030164","B.R. & J.M. LARGE No 1 L=3695 S=349 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030164,2,1995-06-29 00:00:00.0,55,55,0,"Production","Abandoned","Historical",-12.566676,131.068698,52,724760,8609900,"GPS",
"RN034023","A.W. PARKER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034023,,2003-11-27 00:00:00.0,79,0,,"Production","Backfilled","Historical",-12.803598,130.477838,52,660400,8584125,"GPS",
"RN030163","B.R. & J.M. LARGE No 2 L=3695 S=349 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030163,1,1995-07-03 00:00:00.0,75,75,0.5,"Production","Abandoned","Historical",-12.568218,131.067883,52,724670,8609730,"GPS",
"RN031205","PRUDENTIAL PASTORAL CO.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031205,5.5,1997-08-26 00:00:00.0,72,72,42,"Production","Constructed&Capped","Current",-17.945444,135.903485,53,595678,8015618,"GPS",
"RN034020","A.M. & S.A. WELLINGS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034020,1.5,2003-11-24 00:00:00.0,73.5,73.5,20,"Production","Constructed&Capped","Current",-12.605279,131.160786,52,734734,8605548,"GPS",
"RN030162","K.M. JOHNSON & S.G. COX No 1 L=2762 S=340 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030162,5,1995-07-30 00:00:00.0,53,53,6,"Production","Equipped","Current",-12.542326,131.114225,52,729730,8612555,"GPS",
"RN031204","PRUDENTIAL PASTORAL CO.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031204,5,1997-08-24 00:00:00.0,110,110,71,"Production","Constructed&Capped","Current",-17.59147,135.80437,53,585349,8054831,"GPS",
"RN034021","Q.T. DO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034021,9,2003-11-25 00:00:00.0,43,43,16,"Production","Constructed&Capped","Current",-12.80063,131.012924,52,718498,8584061,"GPS",
"RN017829","Stock Bore Tobermorey Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017829,1.7,2013-06-28 00:00:00.0,66,66,25,"Production","Constructed&Capped","Current",-22.883442,137.983522,53,806115,7466282,"GPS",
"RN031215","N.R.B. GENDERS BORE No 1 L=3636 S=467 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031215,10,1997-06-26 00:00:00.0,58.2,58.2,0,"Production","Constructed&Capped","Current",-12.554982,131.16465,52,735200,8611110,"GPS",
"RN031214","D.E. BISA & D.R. COUNCEL BORE No 1 L=3340 S=449 H=S/WAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031214,2,1997-06-22 00:00:00.0,39,39,0,"Production","Equipped","Current",-12.529962,131.151931,52,733840,8613890,"GPS",
"RN031217","D.J. & R.H. CORMACK S=1616 H=GUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031217,40,1997-07-10 00:00:00.0,42,41.5,6,"Production","Constructed&Capped","Current",-12.557369,131.32446,52,752570,8610698,"GPS",
"RN034028","C.M. DASH & K.A. PIERA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034028,20,2003-12-11 00:00:00.0,43,43,10,"Production","Constructed&Capped","Current",-12.485602,131.071972,52,725186,8618868,"GPS",
"RN031216","G. & M.R. ROSSI BORE No 2 L=61 S=462 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031216,3,1997-07-01 00:00:00.0,62,48,0,"Production","Constructed&Capped","Current",-12.56696,131.128265,52,731234,8609817,"GPS",
"RN034029","ALL PRO PAINTERS AND DECORATORS PTY LTD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034029,10,2003-12-17 00:00:00.0,58,58,20,"Production","Constructed&Capped","Current",-12.555933,131.111339,52,729404,8611052,"GPS",
"RN017837","Gas & Oil Road Construction Bore Lucy Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017837,3,2014-05-13 00:00:00.0,100.05,100.05,50,"Production","Constructed&Capped","Current",-22.106766,136.586199,53,663621,7554503,"GPS",
"RN017838","Domestic & Drilling Bore Argardargada Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017838,0.9,2014-05-23 00:00:00.0,218.05,218.05,53,"Production","Constructed&Capped","Current",-21.576645,136.676685,53,673596,7613097,"GPS",
"RN017839","Road Construction Bore Argardargada Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017839,4,2014-05-28 00:00:00.0,125.5,125.5,70.5,"Production","Constructed&Capped","Current",-21.214845,136.919941,53,699278,7652866,"GPS",
"RN017840","Domestic/Stock Bore Annitowa Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017840,4.8,2014-09-16 00:00:00.0,75.65,75.65,50,"Production","Constructed&Capped","Current",-21.210548,136.473001,53,652884,7653839,"GPS",
"RN017832","Stock Bore Manners Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017832,1.7,2013-07-07 00:00:00.0,90,90,61,"Production","Constructed&Capped","Current",-22.283446,136.93364,53,699220,7534524,"GPS",
"RN017833","ABM Resources Wilsons Bore Processing and Operations",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017833,,,84,84,,"Production","Equipped","Current",-20.192901,129.126927,52,513261,7767167,"GPS",
"RN017835","Abandoned Bore Lucy Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017835,,2014-05-05 00:00:00.0,136.65,0,,"Investigation","Backfilled","Historical",-22.186662,136.436276,53,648070,7545811,"GPS",
"RN017836","Stock & Road Construction Bore Lucy Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017836,8,2014-05-09 00:00:00.0,118.35,118.35,50.1,"Production","Equipped","Current",-22.158679,136.634019,53,668493,7548703,"GPS",
"RN017830","Stock Bore Manners Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017830,1.7,2013-07-03 00:00:00.0,102,102,40,"Production","Others","Current",-22.383595,137.650213,53,772885,7522309,"GPS",
"RN017831","Stock Bore Manners Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017831,1.3,2013-07-04 00:00:00.0,78,78,52,"Production","Constructed&Capped","Current",-22.533458,137.516804,53,758863,7505945,"GPS",
"RN030179","J.L.BHANA BORE No 1/95 S=3400 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030179,0.5,1995-10-23 00:00:00.0,42,42,10.5,"Production","Equipped","Current",-12.761162,130.375821,52,649350,8588880,"GPS",
"RN030174","K.R.DUMIGAN & T.K. BERG BORE No 1/95 S=3431 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030174,0.4,1995-11-02 00:00:00.0,58,58,10,"Production","Equipped","Current",-12.775359,130.392431,52,651145,8587300,"GPS",
"RN031193","Alroy Downs Station [logger]",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031193,3.3,1997-09-01 00:00:00.0,76,63,36.8,"Monitoring","Constructed&Capped","Current",-19.29366,136.069435,53,612364,7866333,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN031193/Interval/Latest
"RN034015","J. CARADISINN (ARNHEM HIGHWAY ESTATE)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034015,10,2003-12-13 00:00:00.0,60,60,13,"Production","Constructed&Capped","Current",-12.807958,131.42484,52,763225,8582866,"GPS",
"RN030173","E.H.LAMBERTY BORE No 1/95 S=3414 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030173,0.2,1995-11-15 00:00:00.0,61,61,9.2,"Production","Constructed&Capped","Current",-12.772201,130.374038,52,649150,8587660,"GPS",
"RN031191","for WQ import",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031191,,,,,,"Unknown",,"Current",-12.657495,130.887556,52,705000,8600000,"Estimated",
"RN034016","J. CARADISINN (ARNHEM HIGHWAY ESTATE)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034016,10,2003-12-19 00:00:00.0,72,72,13,"Production","Constructed&Capped","Current",-12.808502,131.424624,52,763201,8582806,"GPS",
"RN030172","T.J.F. THORNEYCROFT BORE No. 1/95 S=2963 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030172,0,1995-11-07 00:00:00.0,58,0,0,"Production","Backfilled","Historical",-12.779017,130.500264,52,662850,8586830,"GPS",
"RN031195","N.T. GOVERNMENT BORE No 1/97 MITTIEBAH STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031195,0.3,1997-09-10 00:00:00.0,120,69,8.7,"Investigation","Constructed&Capped","Current",-18.609285,137.085865,53,720083,7941125,"GPS",
"RN034013","F.G.J. TROJAN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034013,6,2003-12-17 00:00:00.0,67,67,18,"Production","Constructed&Capped","Current",-12.559643,131.082932,52,726313,8610666,"GPS",
"RN030169","G. FAULKNER (M.F & A.L KENNEDY) N.T.PTN 2651 GORGE RD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030169,2,1984-06-21 00:00:00.0,42,0,0,"Production","Equipped","Current",-14.410778,132.336743,53,212820,8405181,"GPS",
"RN031194","N.T. GOVERNMENT BORE No 2/97 ALROY STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031194,5,1997-09-04 00:00:00.0,178.4,0,41.1,"Unknown","Backfilled","Historical",-19.22242,136.211506,53,627348,7874119,"GPS",
"RN034014","J. CARADISINN (ARNHEM HIGHWAY ESTATE)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034014,13,2003-12-10 00:00:00.0,66,54,12,"Production","Constructed&Capped","Current",-12.806966,131.425595,52,763308,8582975,"GPS",
"RN030178","B. JOHNSTON 1/95 LOT 14 CHIN DIV. HUNDRED OF GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030178,0.5,1995-11-29 00:00:00.0,39,39,10,"Production","Equipped","Current",-13.082129,130.958319,52,712330,8552960,"GPS",
"RN034011","GARY BOYD NOMINEES PTY LTD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034011,0.7,2003-11-26 00:00:00.0,67,67,0,"Production","Equipped","Current",-12.523062,131.029459,52,720532,8614759,"GPS",
"RN030177","D.C.HARRIS BORE No 2/95 S=2897 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030177,0.6,1995-11-23 00:00:00.0,42,42,12,"Production","Equipped","Current",-12.765376,130.530023,52,666090,8588320,"GPS",
"RN034012","B.R. RILEY & W. WILLARD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034012,7,2003-12-04 00:00:00.0,66,60,20,"Production","Equipped","Current",-12.562791,131.159087,52,734588,8610251,"GPS",
"RN030176","D.C.HARRIS BORE No 1/95 S=2897 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030176,0,1995-11-22 00:00:00.0,52,0,12,"Production","Backfilled","Historical",-12.763395,130.528814,52,665960,8588540,"GPS",
"RN031182","ROAD BORE MALLAPUNYAH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031182,,,,,,"Unknown",,"Current",-17.379391,135.657034,53,569796,8078355,"GPS",
"RN030175","S.M. & J.M. JENKINS BORE No 1/95 S=3067 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030175,0,1995-10-14 00:00:00.0,61,61,0,"Production","Backfilled","Historical",-12.764857,130.395183,52,651450,8588460,"GPS",
"RN034010","A. & S.F. MADDALOZZO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034010,7,2003-11-19 00:00:00.0,51,51,12,"Production","Equipped","Current",-12.565502,131.147886,52,733368,8609961,"GPS",
"RN031203","PRUDENTIAL PASTORAL CO.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031203,7,1997-08-22 00:00:00.0,100,100,70,"Production","Constructed&Capped","Current",-17.710412,135.866175,53,591847,8041642,"GPS",
"RN030168","WILLEROO STATION BRANDY BOTTLE NO.2 STOCK BORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030168,0.7,1994-07-08 00:00:00.0,78,78,8.6,"Production","Constructed&Capped","Current",-15.367866,131.556819,52,774480,8299362,"Estimated",
"RN031197","N.T. GOVERNMENT BORE No 3/97 MITTIEBAH STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031197,5.7,1997-09-16 00:00:00.0,156,156,26.4,"Unknown","Constructed&Capped","Current",-18.749301,136.810858,53,690902,7925942,"GPS",
"RN034019","G.H. LAVERCOMBE & E. MOORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034019,5,2004-04-30 00:00:00.0,26,25,3,"Production","Constructed&Capped","Current",-12.490562,131.07214,52,725200,8618319,"GPS",
"RN031196","N.T. GOVERNMENT BORE No 2/97 MITTIEBAH STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031196,0,1997-09-10 00:00:00.0,88.9,0,0,"Investigation","Backfilled","Historical",-18.606998,137.110281,53,722663,7941348,"GPS",
"RN031199","D. FISHLOCK BORE No 1/97 STURT DOWNS STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031199,10,1997-11-05 00:00:00.0,208.8,208.8,57.8,"Production","Constructed&Capped","Current",-14.980604,132.754326,53,258498,8342595,"GPS",
"RN034017","K. & T. PRODUCE (ARNHEM HIGHWAY ESTATE)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034017,8,2003-11-05 00:00:00.0,48,48,10,"Production","Constructed&Capped","Current",-12.737903,131.430053,52,763864,8590614,"GPS",
"RN031198","ANTHONY LAGOON STATION BORE No 1/97",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031198,7,1997-10-09 00:00:00.0,106.9,106.9,50.6,"Production","Constructed&Capped","Current",-18.210806,135.457722,53,548398,7986431,"GPS",
"RN034018","G.H. LAVERCOMBE & E. MOORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034018,9,2004-04-28 00:00:00.0,24.5,24.5,3,"Production","Constructed&Capped","Current",-12.489539,131.072316,52,725220,8618432,"GPS",
"RN017803","Adrail ASR222 Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017803,5,2002-10-19 00:00:00.0,72,72,39,"Production","Constructed&Capped","Current",-21.839729,134.149674,53,412128,7584670,"GPS",
"RN020561","EAST ALLIGATOR 80/3 EAST ALLIGATOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020561,,,0,0,,"Unknown",,"Current",-12.428611,132.951131,53,277277,8625193,"Estimated",
"RN021571","WR 82/2 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021571,0,1982-08-14 00:00:00.0,46.3,46,0,"Investigation","Abandoned","Historical",-12.466815,130.587493,52,672530,8621310,"Estimated",
"RN017804","Adrail ASR206 Abandoned Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017804,,2002-10-21 00:00:00.0,48,0,,"Production","Constructed&Capped","Current",-21.919783,134.037183,53,400558,7575740,"GPS",
"RN020560","2/80 EAST ALLIGATOR RANGERS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020560,,,0,0,,"Unknown",,"Current",-12.428721,132.946578,53,276782,8625177,"GPS",
"RN021570","WR 82/1 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021570,0,1982-08-12 00:00:00.0,92.2,52,0,"Investigation","Abandoned","Historical",-12.469005,130.599465,52,673830,8621060,"Estimated",
"RN017805","Adrail ASR197 Mount Skinner Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017805,5,2002-10-22 00:00:00.0,48,48,6.5,"Production","Constructed&Capped","Current",-21.975238,133.975502,53,394228,7569560,"GPS",
"RN020563","WR 81/2 MARRARA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020563,15,1981-03-06 00:00:00.0,54.8,0,0.5,"Investigation","Constructed&Capped","Current",-12.410778,130.933854,52,710230,8627260,"GPS",
"RN021569","BESWICK STN.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021569,0.01,1982-08-06 00:00:00.0,25.5,25.5,0,"Investigation","Abandoned","Historical",-14.550546,133.11503,53,296902,8390545,"GPS",
"RN017806","ADrail ASR14.5 Consrtuction Bond Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017806,1.2,2002-10-24 00:00:00.0,42,42,10,"Production","Constructed&Capped","Current",-23.589171,133.8691,53,384608,7390801,"GPS",
"RN020562","WR 81/1 MARRARA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020562,0.01,1981-03-03 00:00:00.0,49,49,0,"Investigation","Constructed&Capped","Current",-12.409204,130.930202,52,709834,8627437,"GPS",
"RN021568","BESWICK BESWICK STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021568,0,1982-08-04 00:00:00.0,21.4,0,0,"Investigation","Backfilled","Historical",-14.550546,133.11503,53,296902,8390545,"GPS",
"RN020557","NABARLEK 13/80 NABARLEK",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020557,,,0,0,,"Unknown",,"Current",-12.310937,133.329219,53,318308,8638498,"GPS",
"RN021567","BESWICK STN.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021567,0,1982-07-30 00:00:00.0,23.4,0,0,"Investigation","Backfilled","Historical",-14.550546,133.11503,53,296902,8390545,"GPS",
"RN017800","Adrail ASR249 Neutral Junction Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017800,0.2,2002-10-17 00:00:00.0,156,156,30.3,"Production","Constructed&Capped","Current",-21.611745,134.21042,53,418277,7609939,"GPS",
"RN020556","NABARLEK 11/80 NABARLEK",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020556,,,0,0,,"Unknown",,"Current",-12.315809,133.329051,53,318293,8637959,"GPS",
"RN021566","BESWICK STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021566,0,1982-07-30 00:00:00.0,22.5,0,0,"Production","Backfilled","Historical",-14.555783,133.114475,53,296847,8389965,"GPS",
"RN017801","Adrail ASR270 Murray Downs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017801,5,2002-10-15 00:00:00.0,72,72,29.7,"Production","Constructed&Capped","Current",-21.42733,134.244994,53,421757,7630369,"GPS",
"RN020559","1/80 EAST ALLIGATOR RANGERS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020559,,,0,0,,"Unknown",,"Current",-12.428712,132.946578,53,276782,8625178,"Estimated",
"RN017802","Adrail ASR237 Dud Mount Skinner Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017802,0.7,2002-10-18 00:00:00.0,66,0,,"Production","Backfilled","Historical",-21.717158,134.208589,53,418147,7598270,"GPS",
"RN020558","NABARLEK 13/80 NABARLEK",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020558,,,0,0,,"Unknown",,"Current",-12.310171,133.32961,53,318350,8638583,"GPS",
"RN030147","S.A. FARINOSI & S.I. DUNKLEY L=3795 S=467 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030147,10,1995-10-13 00:00:00.0,62,62,0,"Production","Equipped","Current",-12.567557,131.168573,52,735615,8609715,"GPS",
"RN030146","H.R. WEBER BORE No 1 L=4648 S=256 H.BAGOT",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030146,8,1995-09-28 00:00:00.0,41.5,41.5,0,"Production","Equipped","Current",-12.513997,131.067266,52,724650,8615730,"GPS",
"RN020555","MATARANKA TOWN SERVICE STATION MATARANKA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020555,,,16.5,16.5,,"Production","Constructed&Capped","Current",-14.925512,133.068445,53,292237,8349010,"GPS",
"RN030145","R.G.SCHROEDER&M.NAISMITH BORE No 2 L=3263 S=493 H=S/WAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030145,2,1995-09-22 00:00:00.0,70,70,0,"Production","Equipped","Current",-12.608864,131.12285,52,730608,8605185,"On Block",
"RN030144","P.L REGATTIERI BORE No 1/95 L=3535 S=490 H=S/WAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030144,1.5,1995-09-16 00:00:00.0,59.4,59.4,0,"Production","Constructed&Capped","Current",-12.608438,131.136436,52,732085,8605220,"GPS",
