"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN021575","WR 82/6 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021575,0,1982-09-08 00:00:00.0,45.5,45.5,2.7,"Investigation","Constructed&Capped","Current",-12.434726,130.734459,52,688530,8624760,"Estimated",
"RN021574","WR 85/2 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021574,0,1982-09-06 00:00:00.0,50,50,0,"Investigation","Abandoned","Historical",-12.565496,130.710487,52,685830,8610310,"Estimated",
"RN021573","WR 82/4 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021573,0.1,1982-08-31 00:00:00.0,75,72,4,"Investigation","Constructed&Capped","Current",-12.472056,130.618342,52,675880,8620710,"Estimated",
"RN021572","WR 82/3 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021572,5,1982-08-18 00:00:00.0,77.6,77.6,2.6,"Investigation","Constructed&Capped","Current",-12.478389,130.617461,52,675780,8620010,"Estimated",
"RN030139","R.B. & J.A. CARTER L=2484 S=688 H=CAVENAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030139,2.5,1996-06-14 00:00:00.0,54.5,54.5,0,"Production","Equipped","Current",-12.800859,131.065987,52,724260,8583990,"GPS",
"RN031171","NABALCO MINE BORE O/B 1 GOVE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031171,10,1997-07-09 00:00:00.0,84,80,24,"Monitoring","Constructed&Capped","Current",-12.264026,136.849125,53,701128,8643561,"GPS",
"RN034004","G. & G.J. ROUSSOS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034004,2,2004-07-01 00:00:00.0,127,0,9,"Production","Casing Pulled/Filled","Historical",-12.597071,131.247747,52,744193,8606377,"GPS",
"RN030138","M.A. & A.A. ROBINS NO.1 BORE N.T. PORTION 4176 KATH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030138,0.9,1995-08-01 00:00:00.0,75,75,9,"Production","Constructed&Capped","Current",-14.387238,132.408269,53,220508,8407875,"GPS",
"RN031170","NABALCO MINE BORE P.14 GOVE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031170,25,1997-07-16 00:00:00.0,103.5,96.4,23.8,"Production","Constructed&Capped","Current",-12.27671,136.851493,53,701376,8642156,"GPS",
"RN034005","T.L. & E.D. LAWLER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034005,2.5,2004-06-21 00:00:00.0,72,72,21,"Production","Constructed&Capped","Current",-12.523298,131.035293,52,721166,8614728,"GPS",
"RN031173","NABALCO MINE O/B 3 GOVE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031173,8,1997-08-02 00:00:00.0,84.5,83.5,24,"Monitoring","Constructed&Capped","Current",-12.290543,136.799636,53,695724,8640664,"GPS",
"RN034002","S. OWNG",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034002,30,2004-05-15 00:00:00.0,144,144,8,"Production","Constructed&Capped","Current",-12.733446,130.974222,52,714352,8591527,"GPS",
"RN031172","NABALCO MINE O/B 2 GOVE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031172,5.4,1997-07-31 00:00:00.0,84.5,83.3,24,"Monitoring","Constructed&Capped","Current",-12.292253,136.814355,53,697324,8640464,"GPS",
"RN034003","N. & G.J. ROUSSOS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034003,4,2004-05-20 00:00:00.0,151,0,,"Production","Casing Pulled/Filled","Historical",-12.596991,131.246476,52,744055,8606387,"GPS",
"RN030143","C.BRISTON & C. PRETZLER BORE No 1 L=10 S=802 H.CAVANAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030143,1.5,1995-09-06 00:00:00.0,47.4,47.4,0,"Production","Equipped","Current",-12.84702,130.938334,52,710360,8578990,"GPS",
"RN034000","LANDAU PTY LTD (D. HUTCHINSON)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034000,6,2004-05-07 00:00:00.0,85,85,4,"Production","Constructed&Capped","Current",-12.611437,131.15032,52,733591,8604876,"GPS",
"RN030142","R.C. & P.B. FIELD BORE No 2 L=2279 S=1556 H=CAVENAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030142,1.5,1995-08-31 00:00:00.0,53.4,53.4,0,"Production","Equipped","Current",-12.727371,131.044401,52,721980,8592140,"GPS",
"RN034001","J.P. KIERAN & H.F. TANG",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034001,0.7,2004-05-11 00:00:00.0,91,91,8,"Production","Constructed&Capped","Current",-12.729903,131.164975,52,735075,8591754,"GPS",
"RN030141","J. MARTIN BORE No 1 L=2486 S=688 H=CAVENAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030141,1.5,1995-08-25 00:00:00.0,81.1,79.3,0,"Production","Constructed&Capped","Current",-12.800894,131.061475,52,723770,8583990,"GPS",
"RN030140","S.J. & N.S. BLYTON L=2 S=1555 H=CAVENAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030140,5,1996-06-15 00:00:00.0,33.3,33.3,0,"Production","Equipped","Current",-12.720397,131.058062,52,723470,8592900,"GPS",
"RN031179","GURRUMURRU 3/97 STANDBY/GARDEN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031179,3,1997-09-04 00:00:00.0,30.2,30.2,8,"Production","Constructed&Capped","Current",-12.59058,136.234105,53,634053,8607825,"GPS",
"RN031178","GURRUMURRU BORE 2/97 INVESTIGATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031178,5,1997-08-28 00:00:00.0,33.6,0,0,"Unknown","Backfilled","Historical",-12.590624,136.234109,53,634054,8607820,"GPS",
"RN017807","Stock Bore Tennant Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017807,0.3,2002-10-13 00:00:00.0,91,91,42.4,"Production","Constructed&Capped","Current",-19.561329,134.242476,53,420540,7836885,"GPS",
"RN031175","YINYNIKAY OUTSTATION 2/97 ARNHEM BAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031175,4,1997-08-13 00:00:00.0,27.5,26.5,7.5,"Production","Constructed&Capped","Current",-12.206888,136.232952,53,634124,8650264,"GPS",
"RN034008","G.T. STEYN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034008,2,2004-07-01 00:00:00.0,82,82,10,"Production","Constructed&Capped","Current",-12.793684,130.949972,52,711668,8584882,"GPS",
"RN020564","WR 81/3 MARRARA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020564,5,1981-03-10 00:00:00.0,67.2,30,0,"Investigation","Constructed&Capped","Current",-12.399839,130.882739,52,704680,8628510,"GPS",
"RN017808","Stock Bore Abandoned Tennant Creek Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017808,,2002-10-14 00:00:00.0,138,0,,"Production","Constructed&Capped","Current",-19.520698,134.625844,53,460744,7841514,"GPS",
"RN031174","YINYNIKAY OUTSTATION 1/97 ARNHEM BAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031174,4,1997-08-11 00:00:00.0,30.5,26.5,7.5,"Production","Constructed&Capped","Current",-12.206888,136.232952,53,634124,8650264,"GPS",
"RN034009","G.J. & N. ROUSSOS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034009,3,2004-07-10 00:00:00.0,109,109,10,"Production","Constructed&Capped","Current",-12.597236,131.248457,52,744270,8606358,"GPS",
"RN017809","ADrail ASR15.3 Construction Bond Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017809,3,2002-10-25 00:00:00.0,72,72,21.3,"Production","Constructed&Capped","Current",-23.582129,133.869454,53,384638,7391581,"GPS",
"RN031177","GURRUMURRU BORE 1/97 OUTSTATION SUPPLY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031177,8,1997-09-03 00:00:00.0,108,108,8.2,"Production","Constructed&Capped","Current",-12.59058,136.234105,53,634053,8607825,"GPS",
"RN034006","K.J. McCARTHY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034006,3.5,2004-06-23 00:00:00.0,84,84,13,"Production","Constructed&Capped","Current",-12.608771,131.124257,52,730761,8605194,"GPS",
"RN031176","LAND CARE INVESTIGATION BORE 1/97 JIMAMI ARNHEM LAND",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN031176,0,1997-08-14 00:00:00.0,102,0,0,"Unknown","Casing Pulled/Filled","Historical",-12.093252,136.449462,53,657748,8662717,"GPS",
"RN034007","N. & G.J. ROUSSOS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN034007,3,2004-06-30 00:00:00.0,53,53,9,"Production","Constructed&Capped","Current",-12.597025,131.247838,52,744203,8606382,"GPS",
"RN017814","Duplicate Corkwood Bore Mount Riddock Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017814,0.1,2002-11-03 00:00:00.0,36,0,,"Production","Constructed&Capped","Current",-22.934522,134.81787,53,481326,7463717,"GPS",
"RN020572","A=80/53 NO 94 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020572,1.51,1980-09-28 00:00:00.0,183,183,80,"Production","Constructed&Capped","Current",-19.65076,137.0255,53,712376,7825902,"GPS",
"RN021582","MARATHON PETROLEUM RJ136 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021582,0.3,1982-05-01 00:00:00.0,19,0,6,"Investigation","Backfilled","Historical",-13.101778,130.988901,52,715630,8550760,"Estimated",
"RN017815","ADrail Construction ASR 13 Bond Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017815,,2002-11-05 00:00:00.0,36,0,,"Production","Constructed&Capped","Current",-23.598532,133.87093,53,384803,7389766,"GPS",
"RN020571","A=80/50 NO 93 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020571,1.89,1980-09-19 00:00:00.0,101,101,65,"Production","Constructed&Capped","Current",-19.348145,136.780908,53,687071,7859687,"Estimated",
"RN021581","MARATHON PETROLEUM  RJ129 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021581,0.4,1982-05-01 00:00:00.0,17,0,0,"Investigation","Backfilled","Historical",-13.200152,131.006298,52,717430,8539861,"Estimated",
"RN017816","ADrail Construction ASR 13 Bond Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017816,,2002-11-06 00:00:00.0,30,0,,"Production","Constructed&Capped","Current",-23.599984,133.871898,53,384903,7389606,"GPS",
"RN020574","A=80/87 NO 96 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020574,1.26,1980-10-18 00:00:00.0,111,111,88,"Production","Constructed&Capped","Current",-19.342115,137.291178,53,740700,7859723,"GPS",
"RN021580","MARATHON PETROLEUM  RJ128 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021580,4.4,1982-05-01 00:00:00.0,13,0,0,"Investigation","Backfilled","Historical",-13.206471,131.007272,52,717530,8539161,"Estimated",
"RN017817","Production Bore Rocky Hill Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017817,20,2004-08-15 00:00:00.0,170,167.3,58,"Production",,"Current",-23.862326,134.092775,53,407625,7360720,"GPS",
"RN020573","A=80/59 NO 95 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020573,0,1980-10-01 00:00:00.0,126,126,0,"Production","Constructed&Capped","Current",-19.523972,137.370466,53,748756,7839474,"GPS",
"RN021579","MEKING VALLEY BORE OENPELLI MISSION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021579,,,0,0,,"Unknown",,"Current",-12.477213,133.083563,53,291717,8619923,"Estimated",
"RN017810","ADrail ASR13.7 Construction Bond Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017810,0.5,2002-10-26 00:00:00.0,33,0,7.8,"Production","Constructed&Capped","Current",-23.599372,133.868424,53,384548,7389671,"GPS",
"RN020568","NO 82 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020568,0.76,1974-11-10 00:00:00.0,104,104,75,"Production","Constructed&Capped","Current",-19.921948,137.427154,53,754077,7795321,"GPS",
"RN021578","ULUNG BORE 82/2 OENPELLI MISSION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021578,,,0,0,,"Unknown",,"Current",-12.093714,133.185619,53,302526,8662428,"Estimated",
"RN017811","Stock Bore Dud Huckitta Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017811,0.1,2002-11-01 00:00:00.0,33,0,,"Production","Backfilled","Historical",-23.061691,135.570668,53,558457,7449537,"GPS",
"RN020567","WR 80/OB 14 MCMINNS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020567,1,1980-10-19 00:00:00.0,21.1,21.1,2.5,"Investigation","Observation","Current",-12.520656,131.117452,52,730100,8614950,"GPS",
"RN021577","ULUNG BORE 82/1 OENPELLI MISSION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021577,,,0,0,,"Unknown",,"Current",-12.094767,133.187088,53,302687,8662313,"Estimated",
"RN017812","Stock Bore Huckitta Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017812,0.8,2002-11-01 00:00:00.0,29,29,12.3,"Production","Constructed&Capped","Current",-23.043423,135.553734,53,556730,7451566,"GPS",
"RN020570","A=80/57 NO 91 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020570,2.02,1980-09-16 00:00:00.0,81,81,63,"Production","Equipped","Current",-19.648917,136.76867,53,685442,7826406,"GPS",
"RN021576","WR 82/7 COX PENINSULA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021576,1.5,1982-09-09 00:00:00.0,55,44,0,"Investigation","Constructed&Capped","Current",-12.416721,130.650189,52,679380,8626810,"Estimated",
"RN017813","Stock Bore Abandoned Mount Riddock Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017813,,2002-11-03 00:00:00.0,54,0,,"Production","Constructed&Capped","Current",-22.992178,134.867301,53,486400,7457340,"GPS",
"RN020569","A=80/58 ALEXANDRIA STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020569,3.15,1980-09-14 00:00:00.0,206,206,64,"Production","Constructed&Capped","Current",-19.788199,136.722228,53,680415,7811038,"GPS",
"RN030157","KIRKIMBIE STATION BORE No 1/95 SITE K 3",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030157,0.3,1995-09-05 00:00:00.0,60.2,0,18.5,"Investigation","Backfilled","Historical",-17.694903,129.149298,52,515832,8043562,"GPS",
"RN020566","WR 80/OB 13 MCMINNS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020566,1,1980-10-21 00:00:00.0,40.2,24,2.5,"Investigation","Observation","Current",-12.520657,131.117268,52,730080,8614950,"GPS",
"RN030156","BUNDA STATION BORE No 3/95 SITE B 1",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030156,1.2,1995-09-05 00:00:00.0,120.2,120,76.5,"Investigation","Constructed&Capped","Current",-17.866613,129.367379,52,538921,8024534,"GPS",
"RN020565","6/81 BATCHELOR TOWN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020565,2.2,1981-04-15 00:00:00.0,102,99,10.5,"Monitoring","Observation","Current",-13.051767,131.027955,52,719910,8556260,"Estimated",
"RN030155","BUNDA STATION BORE No 2/95 SITE B 2",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030155,0,1995-08-30 00:00:00.0,39,0,0,"Investigation","Backfilled","Historical",-17.849276,129.52223,52,555332,8026413,"GPS",
"RN021585","MARATHON PETROLEUM RJ139 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021585,0.3,1982-05-01 00:00:00.0,21,0,7,"Investigation","Backfilled","Historical",-13.102681,130.988908,52,715630,8550660,"Estimated",
"RN021584","MARATHON PETROLEUM RJ138 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021584,0,1982-05-01 00:00:00.0,17,0,6,"Investigation","Backfilled","Historical",-13.102681,130.988908,52,715630,8550660,"Estimated",
"RN021583","MARATHON PETROLEUM RJ137 BATCHELOR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021583,0.2,1982-05-01 00:00:00.0,14,0,8,"Investigation","Backfilled","Historical",-13.101778,130.988901,52,715630,8550760,"Estimated",
"RN030150","WALLAMUNGA STATION 6/95 SITE W3 B",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030150,2.5,1995-08-15 00:00:00.0,43.3,0,11.9,"Investigation","Backfilled","Historical",-18.326947,129.415195,52,543872,7973592,"GPS",
"RN033993","A.D. BENTLEY & C.A. YOW",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033993,0.5,2004-04-01 00:00:00.0,103,103,0,"Production","Constructed&Capped","Current",-12.486715,131.071677,52,725153,8618745,"GPS",
"RN030149","V. & M. BISSET BORE No 1 L=2206 S=311 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030149,2,1995-10-20 00:00:00.0,39.5,37.5,20,"Production","Constructed&Capped","Current",-12.55133,131.042725,52,721950,8611620,"On Block",
"RN033994","H.D. & C.M. FLAVELL",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033994,4,2004-04-07 00:00:00.0,91,91,14.5,"Production","Constructed&Capped","Current",-12.612682,131.17292,52,736046,8604718,"GPS",
"RN030148","J.A. WILLIAMS BOE No 1 L=10 S=1509 H=CAVENAGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030148,1.5,1995-10-17 00:00:00.0,76.5,76.5,0,"Production","Equipped","Current",-12.734185,131.068852,52,724630,8591365,"GPS",
"RN033991","OENPELLI BORE FIELD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033991,,2003-12-04 00:00:00.0,15,0,,"Production","Backfilled","Historical",-12.351093,133.070722,53,290220,8633867,"GPS",
"RN033992","J.G. ILES",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033992,3,2003-12-10 00:00:00.0,53,53,7,"Production","Constructed&Capped","Current",-12.815266,130.953693,52,712054,8582491,"GPS",
"RN030154","BUNDA STATION BORE No 1/95 SITE B 3 BUNDA STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030154,0,1995-08-30 00:00:00.0,62,0,0,"Investigation","Backfilled","Historical",-17.958065,129.566461,52,559982,8014363,"GPS",
"RN030153","BIRRINDUDU BORE No 2/95 SITE B 1 BIRRINDUDU STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030153,9,1995-08-28 00:00:00.0,54.2,53.2,10.1,"Production","Constructed&Capped","Current",-18.535879,129.922771,52,597391,7950276,"GPS",
"RN033990","OENPELLI BORE FIELD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033990,,2003-12-04 00:00:00.0,19,0,,"Production","Backfilled","Historical",-12.351383,133.070766,53,290225,8633835,"GPS",
"RN030152","BIRRINDUDU STATION 1/95 SITE B2",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030152,0,1995-08-18 00:00:00.0,84.2,0,0,"Investigation","Backfilled","Historical",-18.282195,129.634158,52,567027,7978477,"GPS",
"RN030151","WALLAMUNGA STATION 7/95 SITE W3 A",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN030151,2.5,1995-08-15 00:00:00.0,31.3,0,9.8,"Investigation","Backfilled","Historical",-18.335248,129.453174,52,547883,7972664,"GPS",
"RN033999","LANDAU PTY LTD (D. HUTCHINSON)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033999,12,2004-05-06 00:00:00.0,79,79,9,"Unknown",,"Current",-12.603468,131.166896,52,735400,8605743,"GPS",
"RN017818","Stock Bore Abandoned Napperby Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017818,,2002-11-11 00:00:00.0,80,0,,"Production","Constructed&Capped","Current",-22.568287,133.011169,53,295510,7502907,"GPS",
"RN033997","TROPICAL HARVEST PTY LTD (P. VIVIAN)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033997,20,2004-08-14 00:00:00.0,66,53,29.5,"Production","Constructed&Capped","Current",-12.779511,131.030336,52,720407,8586383,"GPS",
"RN017819","Stock Bore Napperby Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017819,1.3,2002-11-12 00:00:00.0,54,54,21,"Production","Constructed&Capped","Current",-22.56836,133.011226,53,295516,7502899,"GPS",
"RN033998","D.M. KILPATRICK",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033998,1.5,2004-05-04 00:00:00.0,85,85,16,"Production","Constructed&Capped","Current",-12.605569,131.170613,52,735802,8605507,"GPS",
"RN033995","E. HOWELLS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033995,1.5,2004-04-16 00:00:00.0,55.5,55.5,9,"Production","Constructed&Capped","Current",-12.804693,131.031209,52,720480,8583596,"GPS",
"RN033996","A.R. OSBORNE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN033996,1.5,2004-04-20 00:00:00.0,115,115,8,"Production","Constructed&Capped","Current",-12.600854,131.163766,52,735062,8606035,"GPS",
"RN017780","Indec Consulting Investigation Bore LO1MW08",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017780,,1998-08-06 00:00:00.0,9.5,0,,"Investigation",,"Current",-23.694406,133.877649,53,385572,7379156,"GPS",
"RN020539","RN 20539 RANGER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN020539,,,0,0,,"Unknown",,"Current",-12.614363,132.900011,53,271881,8604597,"Surveyed",
"RN021549","AUTCHER M L=16 S=557 HD. GUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN021549,8,1982-06-15 00:00:00.0,29.5,29.5,11,"Production","Constructed&Capped","Current",-12.577281,131.244232,52,743830,8608570,"GPS",
