"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN017404","Alcoota - Ahakeye Land Trust",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017404,3,2000-04-29 00:00:00.0,73.6,73.6,11.4,"Monitoring","Constructed&Capped","Current",-22.296878,133.766192,53,372905,7533793,"GPS",
"RN014554","Territory Grape Farm Homestead Production Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014554,6.3,1985-08-23 00:00:00.0,44,44,0,"Production","Equipped-Electrical","Current",-22.454998,133.638567,53,359915,7516174,"GPS",
"RN010040","Advice 123/2 Costellos Production Adelaide Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010040,1.8,1971-02-22 00:00:00.0,19.8,0,0,"Production",,"Current",-22.214029,133.936455,53,390381,7543098,"GPS",
"RN010041","A27/13 SALT.(DUD NO TRACE) 10KM (SSE) OF JUNCTION RN253",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010041,2.5,1971-01-15 00:00:00.0,24.4,0,0,"Production",,"Current",-21.696052,133.609214,53,356128,7600170,"Estimated",
"RN012561","PINE HILL (DUD). 400m (NE) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012561,0,1980-03-06 00:00:00.0,35,0,0,"Production",,"Current",-22.38577,133.048907,53,299128,7523170,"Estimated",
"RN012560","PINE HILL(DUD). 2km (NE) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012560,0.4,1980-03-06 00:00:00.0,27,0,0,"Production",,"Current",-22.367712,133.049159,53,299128,7525170,"Estimated",
"RN012563","PINE HILL(DUD). 400m (S) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012563,0.1,1980-03-04 00:00:00.0,30,0,0,"Production",,"Current",-22.394799,133.048781,53,299128,7522170,"Estimated",
"RN012562","PINE HILL(DUD). 700M (W) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012562,0.1,1980-03-05 00:00:00.0,73,0,0,"Production",,"Current",-22.379464,133.041945,53,298402,7523859,"Estimated",
"RN012565","OLD H\STEAD SUPPLY NOT USED 3KM (NW) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012565,0.6,1980-03-06 00:00:00.0,34,0,0,"Production",,"Current",-22.365023,133.043332,53,298524,7525460,"Estimated",
"RN012564","RN 12564,(DUD). BEHIND HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012564,0.1,1980-03-04 00:00:00.0,61,0,0,"Production",,"Current",-22.38577,133.048907,53,299128,7523170,"Estimated",
"RN005567","130/57.5  #39 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005567,6,1966-08-18 00:00:00.0,249.9,0,0,"Investigation",,"Current",-22.249858,133.412668,53,336428,7538659,"Surveyed",
"RN014777","RN 14777 PBM BORE 300M (N) OF RN13781.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014777,9,1986-04-18 00:00:00.0,112,0,0,"Production",,"Current",-22.421529,133.366211,53,331846,7519600,"Surveyed",
"RN005330","127/100. #22 TI-TREE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005330,0,1966-06-30 00:00:00.0,15.5,0,0,"Investigation",,"Current",-22.132786,133.405113,53,335513,7551613,"Surveyed",
"RN014122","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014122,1,1984-09-04 00:00:00.0,19,19,0,"Monitoring","Constructed&Capped","Current",-22.523872,133.989831,53,396113,7508835,"GPS",
"RN011680","Arimala Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN011680,7,1977-11-05 00:00:00.0,50,0,0,"Production",,"Current",-22.512403,134.141228,53,411676,7510202,"Estimated",
"RN016087","Pine Hill Station Excision",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016087,1.5,1994-06-03 00:00:00.0,55.2,54.7,37.2,"Production","Constructed&Capped","Current",-22.311966,133.4084,53,336060,7531778,"Surveyed",
"RN017352","Investigation Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017352,15,1999-09-24 00:00:00.0,91.5,91.9,17.3,"Investigation","Constructed&Capped","Current",-22.328681,133.5634,53,352046,7530087,"Surveyed",
"RN010578","TI TREE WELL ABD 3M (N) OF STOCK ROUTE BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010578,,,10.7,0,,"Unknown",,"Current",-22.132716,133.413908,53,336420,7551630,"Estimated",
"RN017351","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017351,2,1999-09-23 00:00:00.0,85.6,80.4,29.7,"Monitoring","Constructed&Capped","Current",-22.476125,133.5237,53,348117,7513723,"GPS",
"RN017350","Investigation Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017350,4,1999-09-21 00:00:00.0,97.1,96.5,0,"Investigation","Constructed&Capped","Current",-22.435884,133.52189,53,347887,7518177,"Surveyed",
"RN013646","MT LUCY BORE            (MON0) 20 KM E OF AILERON PUB",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013646,0.9,1983-02-13 00:00:00.0,55,0,0,"Production",,"Current",-22.642267,133.543695,53,350354,7495348,"GPS",
"RN013647","OLD ALBIES             (MILL) 24K WEST OF AILERON HOMES",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013647,3,1983-02-14 00:00:00.0,36,0,0,"Production",,"Current",-22.638903,133.206375,53,315680,7495342,"GPS",
"RN017353","Alcoota - Ahakeye Land Trust",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017353,10,1999-09-29 00:00:00.0,72.7,72.7,12.8,"Monitoring","Constructed&Capped","Current",-22.29721,133.808171,53,377230,7533791,"GPS",
"RN010553","RN10552.(DUD) 10KM (W) OF WATERLOO BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010553,0.2,1940-01-01 00:00:00.0,30.5,0,0,"Production",,"Current",-22.160918,133.110755,53,305186,7548150,"Estimated",
"RN010555","COPPOCK BORE 13KM (N) OF STUARTS WELL.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010555,0,1950-01-01 00:00:00.0,91.5,0,0,"Production",,"Current",-22.126132,133.651935,53,360966,7552596,"GPS",
"RN010554","RN10554.(DUD) 10KM (SW) OF WATERLOO BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010554,0.2,1940-01-01 00:00:00.0,30.5,0,0,"Production",,"Current",-22.243323,133.120856,53,306341,7539038,"Estimated",
"RN017596","Alcoota - Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017596,4,2001-08-15 00:00:00.0,88.8,67.1,39.27,"Monitoring","Constructed&Capped","Current",-22.623752,133.850627,53,381881,7497674,"GPS",
"RN013871","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013871,2,1983-08-19 00:00:00.0,52,52,41,"Monitoring","Constructed&Capped","Current",-22.520748,133.677035,53,363938,7508930,"GPS",
"RN014113","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014113,15,1984-11-13 00:00:00.0,98,0,0,"Monitoring","Constructed&Capped","Current",-22.517367,133.728311,53,369209,7509350,"GPS",
"RN014114","WRB INV 5.5KM (E) OF RN13695.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014114,20,1984-11-28 00:00:00.0,97.6,0,0,"Investigation",,"Current",-22.516748,133.652085,53,361368,7509350,"Surveyed",
"RN013014","JOB AEA 0017. 84.9m (NW) OF ANNULICA BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013014,0.5,1981-05-16 00:00:00.0,73,0,0,"Production",,"Current",-22.137062,133.324531,53,327206,7551050,"Surveyed",
"RN014112","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014112,15,1984-11-10 00:00:00.0,60,0,0,"Monitoring","Constructed&Capped","Current",-22.458935,133.728164,53,369139,7515819,"GPS",
"RN017349","Investigation Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017349,5,1999-09-18 00:00:00.0,91.5,64.4,41,"Investigation","Constructed&Capped","Current",-22.383897,133.446925,53,340111,7523855,"Surveyed",
"RN017348","Investigation Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017348,5,1999-09-16 00:00:00.0,91.3,84.2,42,"Investigation","Constructed&Capped","Current",-22.404611,133.447632,53,340208,7521562,"Surveyed",
"RN017606","Investigation Bore Abandoned Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017606,0.4,2002-11-04 00:00:00.0,67.6,0,0,"Investigation","Backfilled","Historical",-22.185497,133.463756,53,341621,7545839,"GPS",
"RN017601","Ti Tree Area Abandoned Investigation Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017601,6.5,2002-09-26 00:00:00.0,67,0,14,"Investigation","Backfilled","Historical",-22.194916,133.429504,53,338100,7544760,"GPS",
"RN017600","Ti Tree Area Abandoned Investigation Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017600,0.6,2002-09-25 00:00:00.0,67.7,0,9,"Investigation","Backfilled","Historical",-22.163604,133.43247,53,338370,7548230,"GPS",
"RN014115","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014115,15,1984-11-16 00:00:00.0,83,0,0,"Monitoring","Constructed&Capped","Current",-22.565503,133.614854,53,357588,7503917,"GPS",
"RN017599","Ti Tree Area Abandoned Investigation Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017599,18,2002-09-24 00:00:00.0,31.1,0,10.9,"Investigation","Backfilled","Historical",-22.175605,133.431368,53,338270,7546900,"GPS",
"RN017605","Investigation Monitoring Bore Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017605,6,2002-11-02 00:00:00.0,87,60,12.4,"Investigation","Constructed&Capped","Current",-22.18367,133.450121,53,340213,7546027,"GPS",
"RN017223","Investigation Bore Dud Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017223,,1997-06-25 00:00:00.0,70.2,0,,"Investigation","Backfilled","Historical",-22.458858,133.65846,53,361966,7515765,"Surveyed",
"RN018141","Investigation Monitoring Bore Arden Soak Pine Hill Stn",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018141,,2011-12-05 00:00:00.0,6.1,6.1,,"Investigation","Constructed&Capped","Current",-22.346241,133.32723,53,327740,7527892,"GPS",
"RN017222","Observation Bore Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017222,20,1997-05-08 00:00:00.0,54.8,53.5,0,"Investigation","Constructed&Capped","Current",-22.146507,133.323876,53,327150,7550003,"Surveyed",
"RN013523","CDA 109M 6"CASING 2.7K EAST OF RN13466.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013523,10,1982-08-14 00:00:00.0,109,80,0,"Production",,"Current",-22.683773,133.785114,53,375202,7490976,"Surveyed",
"RN017221","Production Bore Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017221,20,1997-05-09 00:00:00.0,114.7,114.4,6.31,"Production","Constructed&Capped","Current",-22.146495,133.32374,53,327135,7550005,"Surveyed",
"RN017220","Investigation Bore Dud Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017220,10,1997-04-21 00:00:00.0,93.1,0,,"Investigation","Backfilled","Historical",-22.151214,133.322947,53,327059,7549481,"Surveyed",
"RN017227","Observation Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017227,0.5,1997-06-25 00:00:00.0,78.8,67.7,21.2,"Monitoring","Constructed&Capped","Current",-22.47415,133.642267,53,360315,7514057,"Surveyed",
"RN043740","6300 Stuart Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043740,0.03,2023-07-29 14:49:59.0,39.5,39,,,"Constructed&Capped","Current",-22.58603,133.243384,53,319415,7501242,,
"RN017226","Observation Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017226,9,1997-06-23 00:00:00.0,78,54.1,21.4,"Monitoring","Constructed&Capped","Current",-22.450587,133.657626,53,361872,7516680,"Surveyed",
"RN017225","Monitoring Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017225,2,1997-06-23 00:00:00.0,84.8,54.1,16.82,"Monitoring","Constructed&Capped","Current",-22.437195,133.646066,53,360669,7518152,"GPS",
"RN018139","Investigation Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018139,12,2011-12-02 00:00:00.0,72,67.6,,"Investigation","Constructed&Capped","Current",-22.325661,133.72826,53,369024,7530574,"GPS",
"RN017224","Production Bore Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017224,2.3,1997-05-17 00:00:00.0,100.2,100.2,8.2,"Production","Constructed&Capped","Current",-22.154468,133.322471,53,327014,7549120,"Surveyed",
"RN018140","Investigation Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018140,2.8,2011-12-03 00:00:00.0,34.6,27.1,,"Investigation","Constructed&Capped","Current",-22.325543,133.728231,53,369021,7530587,"GPS",
"RN043743","6300 Stuart Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043743,,2023-07-31 15:42:19.0,51,51,,,"Constructed&Capped","Current",-22.573938,133.22124,53,317122,7502554,,
"RN043742","6300 Stuart Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043742,0.1,2023-07-30 11:50:55.0,39,39,,,"Constructed&Capped","Current",-22.578023,133.229706,53,317998,7502112,,
"RN043741","6300 Stuart Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043741,0.1,2023-07-28 15:13:42.0,42.5,42.5,,,"Constructed&Capped","Current",-22.583976,133.23566,53,318618,7501460,,
"RN017219","Investigation Bore Dud Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017219,17,1997-04-17 00:00:00.0,143.5,0,,"Investigation","Backfilled","Historical",-22.146407,133.333492,53,328141,7550025,"Surveyed",
"RN013522","1\82 JOB CDA 94M DRY DUD 9K SOUTH OF MAJORCA RN 11764",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013522,0,1982-08-13 00:00:00.0,94,0,0,"Production",,"Current",-22.712794,133.757489,53,372391,7487739,"GPS",
"RN017228","Production Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017228,20,1997-08-29 00:00:00.0,61,57.6,21,"Production","Constructed&Capped","Current",-22.474195,133.642257,53,360314,7514052,"GPS",
"RN001832","D/R 1440 BORE  NOT USED 14K BY RD N/W OF PLEW RN 1131",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001832,1.8,1958-11-13 00:00:00.0,56.4,0,0,"Production",,"Current",-22.68425,134.160119,53,413727,7491189,"GPS",
"RN016948","Production Bore Lot 3706 Ti Tree Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016948,5,1999-05-13 00:00:00.0,67,67,27.2,"Production","Equipped-Electrical","Current",-22.244823,133.411514,53,336303,7539215,"GPS",
"RN019300","Roads Production Bore Stirling Station (Very Salty)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN019300,5,2016-02-07 00:00:00.0,24,24,4.8,"Production","Constructed&Capped","Current",-21.811942,133.704902,53,366135,7587426,"GPS",
"RN019301","Roads Production Bore Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN019301,10,2016-02-08 00:00:00.0,66,66,14.7,"Production","Constructed&Capped","Current",-21.864707,133.619657,53,357375,7581508,"GPS",
"RN016908","Waterloo Bore Stock Ti Tree Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016908,5,1999-02-24 00:00:00.0,71.4,71.4,22,"Production","Constructed&Capped","Current",-22.178875,133.197222,53,314128,7546270,"Estimated",
"RN016907","Western Bore Stock Ti Tree Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016907,0.6,1999-02-23 00:00:00.0,78,78,23.5,"Production","Constructed&Capped","Current",-22.088898,133.227826,53,317168,7556270,"GPS",
"RN001847","D/R NO2 ALOOLYA BORE 10KM (W) OF ARDEN SOAK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001847,0.9,1959-02-10 00:00:00.0,125,0,0,"Production",,"Current",-22.319191,133.237492,53,318462,7530782,"Estimated",
"RN001846","D/R 1ST ATT.(ABD) PINE HILL.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001846,0,1959-01-07 00:00:00.0,128,0,0,"Production",,"Current",-22.332548,133.237528,53,318483,7529303,"Estimated",
"RN001602","BLUE BUSH BORE(ABANDONED) 2KM (W) OF RN13434.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001602,2.5,1946-01-01 00:00:00.0,72.2,0,0,"Production",,"Current",-22.251139,133.074991,53,301624,7538113,"Estimated",
"RN001601","STN STOCK WELL. (ABANDONED) 1.5KM (N) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001601,0,1938-01-01 00:00:00.0,21.3,0,0,"Production",,"Current",-22.375305,133.057209,53,299968,7524340,"Estimated",
"RN001600","HOMESTEAD WELL.(ABD) 500M (NW) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001600,,,3,0,,"Production","Abandoned","Historical",-22.381136,133.050282,53,299263,7523685,"Estimated",
"RN015461","Angula Outstation Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015461,20,1989-06-20 00:00:00.0,36,0,15.2,"Unknown",,"Current",-22.450919,134.21517,53,419246,7517050,"Estimated",
"RN018374","Willowra Road Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018374,0.1,2008-02-27 00:00:00.0,54,0,,"Production","Constructed&Capped","Current",-21.899993,133.301938,53,324583,7577273,"Estimated",
"RN018133","Investigation Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018133,8,2011-11-22 00:00:00.0,78.3,72.1,,"Investigation","Constructed&Capped","Current",-22.515145,133.608133,53,356845,7509486,"GPS",
"RN017216","Investigation Bore Dud Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017216,2.9,1997-04-04 00:00:00.0,60.8,0,,"Investigation","Backfilled","Historical",-22.13589,133.321115,53,326852,7551176,"Surveyed",
"RN017215","Monitoring Bore Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017215,20,1997-03-27 00:00:00.0,107.4,75,,"Monitoring","Constructed&Capped","Current",-22.146453,133.3236,53,327121,7550009,"GPS",
"RN017214","Investigation Bore Dud Nturiya East",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017214,7.1,1997-03-25 00:00:00.0,101.3,0,,"Investigation","Backfilled","Historical",-22.146317,133.332519,53,328041,7550034,"Surveyed",
"RN018370","Willowra Road Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018370,,2008-02-24 00:00:00.0,42,0,,"Production","Constructed&Capped","Current",-21.899466,133.303367,53,324730,7577333,"Estimated",
"RN017213","Investigation Bore Dud Nturiya East Ti Tree Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017213,0.5,1997-04-03 00:00:00.0,107.4,0,,"Investigation","Backfilled","Historical",-22.146142,133.327764,53,327550,7550048,"Surveyed",
"RN018371","Willowra Road Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018371,0.1,2008-02-25 00:00:00.0,60,0,,"Production","Constructed&Capped","Current",-21.911014,133.293426,53,323717,7576043,"Estimated",
"RN043454","6300 Stuart Hwy, NT Portion 703",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043454,,2023-06-10 00:00:00.0,32,32,,,,"Current",-22.663588,133.203583,53,315426,7492605,"GPS",
"RN043453","6300 Stuart Hwy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043453,,2023-06-08 00:00:00.0,25,25,,,,"Current",-22.662013,133.196024,53,314647,7492770,"GPS",
"RN043452","6300 Stuart HWY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043452,,2023-06-06 00:00:00.0,26,20,,,"Constructed&Capped","Current",-22.681482,133.194737,53,314541,7490613,"GPS",
"RN001605","SANDY CREEK WELL.(FILLED IN) 54M (WNW) OF MILL.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001605,,,21.3,0,,"Production","Abandoned","Historical",-22.396406,133.133605,53,307865,7522103,"Estimated",
"RN001604","HAWK NEST BORE. 12KM (WNW) OF ALOOLYA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001604,,,78,0,,"Production","Equipped","Current",-22.291497,133.156838,53,310115,7533749,"Estimated",
"RN001603","BLUE BUSH BORE NO2.(ABANDONED) 2KM (W) OF RN13434.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001603,,,73.2,0,,"Production","Abandoned","Historical",-22.251139,133.074991,53,301624,7538113,"Estimated",
"RN001856","POLICE STATION. TI-TREE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001856,3.5,1958-10-05 00:00:00.0,10.7,0,0,"Production",,"Current",-22.129587,133.417288,53,336765,7551980,"Estimated",
