"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN019132","Stock Bore Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN019132,4,2015-12-04 00:00:00.0,80,80,53,"Production","Constructed&Capped","Current",-22.970872,133.890633,53,386281,7459275,"GPS",
"RN005507","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005507,4.5,1966-06-28 00:00:00.0,67.4,0,0,"Monitoring","Constructed&Capped","Current",-22.222336,133.41363,53,336495,7541707,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005507/Interval/Latest
"RN018887","Monitoring Bore Arden Soak Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018887,,2012-06-06 00:00:00.0,10.2,10.2,,"Investigation","Constructed&Capped","Current",-22.345636,133.327256,53,327742,7527959,"GPS",
"RN005508","130/97.5   #11  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005508,0.9,1966-06-18 00:00:00.0,62.5,0,0,"Investigation",,"Current",-22.139754,133.413896,53,336427,7550851,"Surveyed",
"RN018888","Monitoring Bore Arden Soak Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018888,,2012-06-05 00:00:00.0,8.5,8.2,,"Investigation","Constructed&Capped","Current",-22.345642,133.327023,53,327718,7527958,"GPS",
"RN005509","124/92.5  #27  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005509,3.7,1966-07-04 00:00:00.0,55.2,0,0,"Investigation",,"Current",-22.153343,133.39602,53,334599,7549327,"Surveyed",
"RN005510","130/92.5  #12  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005510,2.3,1966-06-21 00:00:00.0,48.2,0,0,"Investigation",,"Current",-22.153516,133.413751,53,336428,7549327,"Surveyed",
"RN018882","Monitoring Bore Stirling Swamp Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018882,,2012-05-30 00:00:00.0,3.5,3.1,,"Investigation","Constructed&Capped","Current",-21.759224,133.712889,53,366912,7593269,"GPS",
"RN005511","Investigation Bore Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005511,4.5,1966-06-23 00:00:00.0,66.8,0,0,"Investigation",,"Current",-22.194804,133.41329,53,336428,7544755,"Surveyed",
"RN018883","Dud Monitoring Bore Stirling Swamp Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018883,,2012-05-28 00:00:00.0,2,0,,"Investigation","Backfilled","Historical",-21.75925,133.71285,53,366908,7593266,"GPS",
"RN004640","Deserty Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004640,1.5,1960-06-14 00:00:00.0,40.2,0,0,"Production",,"Current",-22.45934,133.577595,53,353645,7515635,"Surveyed",
"RN018884","Monitoring Bore Stirling Swamp Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018884,1.3,2012-05-28 00:00:00.0,11,10.4,1.21,"Investigation","Constructed&Capped","Current",-21.773592,133.721754,53,367842,7591686,"GPS",
"RN004641","POOLEY BORE. 17.6KM (NE) OF GILBEANIE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004641,1.6,1960-07-01 00:00:00.0,30.5,0,0,"Production",,"Current",-22.355531,133.649932,53,360986,7527197,"Surveyed",
"RN018885","Monitoring Bore Stirling Swamp Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018885,,2012-06-01 00:00:00.0,3.4,3.4,,"Investigation","Constructed&Capped","Current",-21.773601,133.721735,53,367840,7591685,"GPS",
"RN018881","Monitoring Bore Stirling Swamp Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018881,2,2012-05-31 00:00:00.0,11,9.6,1.37,"Investigation","Constructed&Capped","Current",-21.759233,133.712908,53,366914,7593268,"GPS",
"RN005503","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005503,6,1966-07-15 00:00:00.0,155.8,0,0,"Monitoring","Constructed&Capped","Current",-22.194744,133.391575,53,334189,7544738,"GPS",
"RN005504","137.5/77.5  #17  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005504,4.5,1966-07-24 00:00:00.0,85.6,0,0,"Investigation",,"Current",-22.19502,133.435456,53,338714,7544755,"Surveyed",
"RN005505","Investigation Bore Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005505,0.9,1966-06-16 00:00:00.0,72.8,0,0,"Investigation","Backfilled","Historical",-22.146622,133.399044,53,334903,7550074,"Surveyed",
"RN005506","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005506,0.6,1966-06-17 00:00:00.0,36.9,0,0,"Monitoring","Constructed&Capped","Current",-22.146624,133.41383,53,336428,7550090,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005506/Interval/Latest
"RN014385","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014385,1,1960-07-01 00:00:00.0,33,0,0,"Monitoring","Constructed&Capped","Current",-22.354543,133.942481,53,391111,7527547,"GPS",
"RN005517","112.5/95   #31 TI-TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005517,9,1966-07-12 00:00:00.0,94.8,0,0,"Investigation",,"Current",-22.146546,133.362112,53,331093,7550042,"Surveyed",
"RN018897","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018897,4,2012-07-03 00:00:00.0,18.6,18.5,7.87,"Investigation","Constructed&Capped","Current",-22.287158,133.639509,53,359844,7534757,"GPS",
"RN005518","115/95  #30 TITREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005518,9,1966-07-11 00:00:00.0,103.3,0,0,"Investigation",,"Current",-22.146559,133.369497,53,331855,7550049,"Surveyed",
"RN018898","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018898,4.1,2012-07-18 00:00:00.0,73.4,71.1,33.21,"Investigation","Constructed&Capped","Current",-22.502187,133.521266,53,347895,7510835,"GPS",
"RN005519","126/100  #19 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005519,0.1,1966-06-29 00:00:00.0,24.1,0,0,"Investigation",,"Current",-22.132757,133.402166,53,335209,7551613,"Surveyed",
"RN018893","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018893,1.3,2012-06-27 00:00:00.0,40,38.3,20.26,"Investigation","Constructed&Capped","Current",-22.282877,133.516906,53,347207,7535112,"GPS",
"RN018894","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018894,25,2012-07-02 00:00:00.0,48.9,40.7,10.96,"Investigation","Constructed&Capped","Current",-22.282735,133.586017,53,354328,7535196,"GPS",
"RN005524","130/62.5  #38 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005524,9,1966-07-29 00:00:00.0,136.2,0,0,"Investigation",,"Current",-22.236092,133.413642,53,336512,7540184,"Surveyed",
"RN010004","A4/5 HOMESTEAD DUPLICATE 400M EAST OF NEW HOMESTEAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010004,1.3,1971-02-09 00:00:00.0,73.2,0,0,"Production",,"Current",-22.899184,134.054439,53,403023,7467329,"GPS",
"RN018895","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018895,7,2012-06-30 00:00:00.0,24.7,18,10.92,"Investigation","Constructed&Capped","Current",-22.282735,133.585959,53,354322,7535196,"GPS",
"RN005525","92.5/95  #36 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005525,3,1966-07-25 00:00:00.0,97.5,0,0,"Investigation",,"Current",-22.14552,133.303027,53,324998,7550089,"Surveyed",
"RN018896","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018896,5,2012-07-02 00:00:00.0,30.6,30,7.86,"Investigation","Constructed&Capped","Current",-22.287122,133.639548,53,359848,7534761,"GPS",
"RN018889","Monitoring Bore Arden Soak Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018889,,2012-06-06 00:00:00.0,8,7.2,,"Investigation","Constructed&Capped","Current",-22.345685,133.32677,53,327692,7527953,"GPS",
"RN018890","Monitoring Bore Arden Soak Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018890,,2012-06-21 00:00:00.0,11.7,10.5,,"Investigation","Constructed&Capped","Current",-22.306233,133.340548,53,329063,7532337,"GPS",
"RN018891","Monitoring Bore Arden Soak Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018891,,2012-06-23 00:00:00.0,11,6.6,,"Investigation","Constructed&Capped","Current",-22.306166,133.340248,53,329032,7532344,"GPS",
"RN018892","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018892,8,2012-06-26 00:00:00.0,73.5,73.3,21.26,"Investigation","Constructed&Capped","Current",-22.282878,133.516964,53,347213,7535112,"GPS",
"RN005515","126.5/100  #21  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005515,0.1,1966-06-29 00:00:00.0,18.3,0,0,"Investigation",,"Current",-22.132772,133.40364,53,335361,7551613,"Surveyed",
"RN005516","117.5/95  #29  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005516,9,1966-07-08 00:00:00.0,150.6,0,0,"Investigation",,"Current",-22.146573,133.376899,53,332619,7550055,"Surveyed",
"RN005529","117.45/95  #37 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005529,0,1966-07-27 00:00:00.0,49.6,0,0,"Investigation",,"Current",-22.146271,133.376738,53,332602,7550089,"Surveyed",
"RN010262","A47/10 4MILE [DRY DUD] 350m (NE) OF 4 MILE WELL.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010262,0,1971-12-08 00:00:00.0,91.4,0,0,"Production",,"Current",-21.874375,133.355892,53,330128,7580170,"Estimated",
"RN005530","132/100  #25 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005530,0.1,1966-07-01 00:00:00.0,18.3,0,0,"Investigation",,"Current",-22.13293,133.419886,53,337037,7551613,"Surveyed",
"RN005531","133/100   #26 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005531,0.1,1966-07-01 00:00:00.0,15.5,0,0,"Investigation",,"Current",-22.133159,133.423181,53,337377,7551591,"Surveyed",
"RN012579","Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012579,10,1980-03-22 00:00:00.0,108,108,0,"Monitoring","Constructed&Capped","Current",-22.573663,133.680887,53,364386,7503075,"GPS",
"RN005532","TI TREE ROADHOUSE 91M SOUTH OF STORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005532,0.8,1966-07-22 00:00:00.0,14.3,0,0,"Production",,"Current",-22.131301,133.417026,53,336740,7551790,"Surveyed",
"RN005533","130.5/100   #24 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005533,0.1,1966-07-01 00:00:00.0,22.3,0,0,"Investigation",,"Current",-22.132887,133.415456,53,336580,7551613,"Surveyed",
"RN012581","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012581,10,1980-05-17 00:00:00.0,162.6,162.6,0,"Monitoring","Constructed&Capped","Current",-22.43375,133.752072,53,371576,7518628,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN012581/Interval/Latest
"RN013926","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013926,10,1984-02-25 00:00:00.0,57,57,27.27,"Monitoring","Constructed&Capped","Current",-22.511092,133.573353,53,353263,7509901,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013926/Interval/Latest
"RN015025","WESTEND NO2       (MONO BORE) 6M WEST OF MILL RN 2173",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015025,,,65.8,0,,"Unknown",,"Current",-22.970846,133.888328,53,386045,7459276,"GPS",
"RN005534","129/100  #23 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005534,0.1,1966-06-30 00:00:00.0,52.1,0,0,"Investigation",,"Current",-22.132506,133.410521,53,336070,7551650,"Surveyed",
"RN012580","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012580,5,1980-03-24 00:00:00.0,97.2,97.2,0,"Monitoring","Constructed&Capped","Current",-22.433769,133.752237,53,371593,7518626,"GPS",
"RN013927","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013927,5.5,1984-02-24 00:00:00.0,82,0,0,"Monitoring","Constructed&Capped","Current",-22.502675,133.523302,53,348105,7510783,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013927/Interval/Latest
"RN014784","RN14784 500M (NW) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014784,0,1986-05-06 00:00:00.0,76,0,0,"Production",,"Current",-22.385653,133.039198,53,298128,7523170,"Estimated",
"RN015026","10 MILE WELL  ABD 9M EAST OF MILL RN 2166",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015026,,,9.1,0,,"Unknown",,"Current",-22.864468,134.11832,53,409552,7471213,"GPS",
"RN012583","WRB INV 11KM (W) OF RN11882.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012583,6,1980-05-22 00:00:00.0,89.6,0,0,"Monitoring",,"Current",-22.433698,133.751275,53,371494,7518633,"Surveyed",
"RN013924","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013924,10,1984-02-22 00:00:00.0,88,88,0,"Monitoring","Constructed&Capped","Current",-22.393565,133.50912,53,346526,7522849,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013924/Interval/Latest
"RN015023","OLD BUSHY WELL NO2 ABD&DRY 8M WEST OF MILL RN 2169",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015023,,,0,0,,"Unknown",,"Current",-22.933635,133.999988,53,397464,7463478,"GPS",
"RN012582","WRB INV [OBS] 20M (W) OF RN12581.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012582,12,1980-05-19 00:00:00.0,47.8,0,0,"Investigation",,"Current",-22.433694,133.751888,53,371557,7518634,"Surveyed",
"RN013925","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013925,6,1984-02-23 00:00:00.0,97,97,0,"Monitoring","Constructed&Capped","Current",-22.424807,133.543828,53,350133,7519425,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013925/Interval/Latest
"RN015024","WESTEND WELL ABD&DRY 4M STH EAST OF MILL RN 2173",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015024,,,29.6,0,,"Unknown",,"Current",-22.970846,133.888328,53,386045,7459276,"GPS",
"RN005528","131.25/97.5  #14 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005528,0.5,1966-06-23 00:00:00.0,38.4,0,0,"Investigation",,"Current",-22.13979,133.417599,53,336809,7550851,"Surveyed",
"RN005526","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005526,4.5,1966-07-23 00:00:00.0,79.9,79.9,0,"Monitoring","Constructed&Capped","Current",-22.146385,133.317822,53,326525,7550010,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005526/Interval/Latest
"RN012585","WRB INV [OBS] 4.5KM (W) OF RN2532.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012585,0,1980-06-02 00:00:00.0,52.7,0,0,"Monitoring",,"Current",-22.355488,133.803092,53,376758,7527335,"Surveyed",
"RN013930","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013930,10,1984-02-29 00:00:00.0,96,0,0,"Monitoring","Constructed&Capped","Current",-22.370317,133.536821,53,349353,7525451,"GPS",
"RN015029","SHEEP N02 WELL ABD 200M WEST OF MILL RN 2175",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015029,,,35,0,,"Unknown",,"Current",-22.932797,133.947208,53,392051,7463533,"GPS",
"RN005527","131.25/100  #16 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005527,0.1,1966-06-24 00:00:00.0,11.6,0,0,"Investigation",,"Current",-22.132908,133.417675,53,336809,7551613,"Surveyed",
"RN012584","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012584,10,1980-06-02 00:00:00.0,56.5,0,0,"Monitoring","Constructed&Capped","Current",-22.355459,133.802898,53,376738,7527338,"GPS",
"RN013931","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013931,10,1984-03-01 00:00:00.0,90,0,0,"Monitoring","Constructed&Capped","Current",-22.368418,133.5957,53,355414,7525719,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013931/Interval/Latest
"RN015030","OLD BUSHY NEW BORE N03 ABD U/S 350M NTH EAST OF MILL RN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015030,,,24.1,0,,"Unknown",,"Current",-22.947239,134.003049,53,397788,7461974,"GPS",
"RN012587","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012587,2,1980-06-06 00:00:00.0,63.5,0,0,"Monitoring","Constructed&Capped","Current",-22.454073,134.03233,53,400434,7516591,"GPS",
"RN013928","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013928,10,1984-02-27 00:00:00.0,61,61,15.4,"Monitoring","Constructed&Capped","Current",-22.420971,133.664235,53,362523,7519965,"Surveyed",
"RN015027","#2 Well Abandoned Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015027,0,1926-07-01 00:00:00.0,6.7,0,0,"Unknown","Well","Current",-22.483401,134.244941,53,422327,7513470,"Estimated",
"RN012586","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012586,10,1980-07-03 00:00:00.0,111.2,111.2,0,"Monitoring","Constructed&Capped","Current",-22.353655,133.894739,53,386194,7527610,"GPS",
"RN013929","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013929,10,1984-02-28 00:00:00.0,83,0,21.35,"Monitoring","Constructed&Capped","Current",-22.459117,133.678855,53,364065,7515755,"GPS",
"RN015028","Woodgreen Station - Esmerelda",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015028,4,1961-07-01 00:00:00.0,29.5,29.5,0,"Monitoring","Constructed&Capped","Current",-22.354052,133.769389,53,373286,7527466,"GPS",
"RN012588","Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012588,2,1980-06-07 00:00:00.0,112.2,0,0,"Monitoring","Constructed&Capped","Current",-22.624545,134.068962,53,404321,7497743,"GPS",
"RN015031","ALUKWIRRA  ABANDONED 11.8KM (S) OF RN11882.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015031,,,36.4,0,,"Unknown",,"Current",-22.528064,133.785827,53,375135,7508215,"GPS",
"RN013933","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013933,4,1984-03-05 00:00:00.0,22,22,0,"Monitoring","Constructed&Capped","Current",-22.282728,133.728134,53,368971,7535327,"GPS",
"RN015032","House Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015032,0.5,1960-07-01 00:00:00.0,12,0,0,"Production",,"Current",-22.396125,134.234378,53,421191,7523126,"Estimated",
"RN013692","63\20 H\STEAD SUPPLY 6.7KM (NW) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013692,2.5,1983-08-06 00:00:00.0,65,0,0,"Production",,"Current",-22.338279,133.034717,53,297598,7528410,"GPS",
"RN013934","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013934,10,1984-03-07 00:00:00.0,90,90,17.9,"Monitoring","Constructed&Capped","Current",-22.402085,133.728187,53,369088,7522113,"GPS",
"RN012590","Alcoota - Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012590,3,1980-06-12 00:00:00.0,96,0,0,"Monitoring","Constructed&Capped","Current",-22.707907,133.870809,53,384026,7488373,"GPS",
"RN012589","WRB INV AMANDAS        (MONO) 6.6K NTH OF NORTH BORE RN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012589,3,1980-06-10 00:00:00.0,103.9,0,0,"Investigation",,"Current",-22.625193,134.067076,53,404128,7497670,"Estimated",
"RN013932","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013932,15,1984-03-02 00:00:00.0,60,60,0,"Monitoring","Constructed&Capped","Current",-22.357535,133.728019,53,369029,7527045,"GPS",
"RN012592","WRB INV [OBS] 13.6KM (W) OF BOUNDRY GATE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012592,0,1980-07-05 00:00:00.0,61,0,0,"Investigation",,"Current",-22.29723,133.99527,53,396505,7533929,"GPS",
"RN013695","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013695,2.8,1983-08-19 00:00:00.0,45,45,36,"Monitoring","Constructed&Capped","Current",-22.51443,133.625824,53,358664,7509582,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013695/Interval/Latest
"RN013937","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013937,10,1984-03-15 00:00:00.0,87,0,12.88,"Monitoring","Constructed&Capped","Current",-22.42098,133.664235,53,362523,7519964,"GPS",
"RN017403","Monitoring Bore Ahakeye Land Trust",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017403,5,2000-04-28 00:00:00.0,66.6,53.6,7.02,"Monitoring","Constructed&Capped","Current",-22.259064,133.805728,53,376945,7538012,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN017403/Interval/Latest
"RN012591","WRB ROADS BORE 5K WEST OF AILERON BOUNDARY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012591,3.5,1980-07-02 00:00:00.0,106.6,0,0,"Production",,"Current",-22.708046,133.870671,53,384012,7488358,"Surveyed",
"RN013938","Abandoned Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013938,8.3,1984-03-19 00:00:00.0,70,0,0,"Investigation","Backfilled","Historical",-22.421141,133.664078,53,362507,7519946,"GPS",
"RN017402","Investigation Bore Ahakeye Land Trust",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017402,3,2000-04-19 00:00:00.0,55,42,13.5,"Investigation","Constructed&Capped","Current",-22.296865,133.848841,53,381420,7533862,"Surveyed",
"RN012594","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012594,5,1980-07-11 00:00:00.0,110.1,0,0,"Monitoring","Constructed&Capped","Current",-22.186751,133.946448,53,391390,7546125,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN012594/Interval/Latest
"RN013693","A63\20   DUD 5.5KM (N) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013693,0,1983-08-07 00:00:00.0,100,0,0,"Production",,"Current",-22.341028,133.037978,53,297938,7528110,"GPS",
"RN013935","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013935,5,1984-03-08 00:00:00.0,64,64,0,"Monitoring","Constructed&Capped","Current",-22.321667,133.728053,53,368999,7531016,"GPS",
"RN012593","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012593,3,1980-07-07 00:00:00.0,106.9,0,0,"Monitoring","Constructed&Capped","Current",-22.18669,133.946749,53,391421,7546132,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN012593/Interval/Latest
"RN013936","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013936,6,1984-03-13 00:00:00.0,83,0,14.6,"Monitoring","Constructed&Capped","Current",-22.418581,133.60596,53,356522,7520175,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN013936/Interval/Latest
"RN012596","WRB INV 24M (N) OF RN12596.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012596,8,1980-07-14 00:00:00.0,50.2,0,0,"Monitoring",,"Current",-22.241403,133.559981,53,351602,7539747,"GPS",
"RN016137","Pine Hill Community Excision",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016137,1.5,1992-01-21 00:00:00.0,68,68,44.5,"Production","Constructed&Capped","Current",-22.338189,133.034718,53,297598,7528420,"Estimated",
"RN012595","Monitoring Bore Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012595,7,1980-07-13 00:00:00.0,85.4,0,0,"Monitoring","Constructed&Capped","Current",-22.242942,133.564742,53,352094,7539581,"GPS",
"RN015041","House Bore Lot 3706 Production Bore Ti Tree Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015041,3,1987-03-16 00:00:00.0,54.9,0,0,"Production",,"Current",-22.24582,133.417499,53,336921,7539111,"GPS",
"RN017406","Investigation Production Bore Ahakeye Land Trust",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017406,2.3,2000-05-03 00:00:00.0,85.8,78.5,0,"Investigation","Constructed&Capped","Current",-22.296229,133.740336,53,370241,7533843,"Estimated",
"RN013939","Investigation Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013939,0,1984-03-22 00:00:00.0,88,77.7,0,"Investigation","Constructed&Capped","Current",-22.459175,133.629527,53,358989,7515703,"GPS",
"RN017405","Investigation Bore Ahakeye Land Trust",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017405,2,2000-05-01 00:00:00.0,73.7,19.8,11.35,"Investigation","Constructed&Capped","Current",-22.257185,133.78349,53,374652,7538202,"GPS",
"RN018316","Domestic Bore Mulga Bore Aboriginal Community",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018316,,2008-02-02 00:00:00.0,66,0,,"Production","Abandoned","Historical",-22.448975,134.215538,53,419283,7517265,"Estimated",
"RN013940","WRB INV [OBS] 7.4KM (E) OF SCHIEDS NO2 PROD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013940,10,1984-03-26 00:00:00.0,56,0,0,"Investigation",,"Current",-22.357418,133.727923,53,369019,7527058,"Surveyed",
